ref_id,player,event_name,event_date,round,level,year,period,depth_label,needs_points,needs_shots,sofascore,sofascore_read_directly,sofascore_unobserved,sofascore_observed,live_tennis_api,live_tennis_api_june_sample,sackmann_pbp_copies,tennis_abstract_web,live_tennis_api_archive,sportradar,tdi_tennis_results,infront_itf,enetpulse,stats_perform,slam_feeds,atp_tracking
G0BY:atp:2024/4183/ms015:R0H6,Daniil Glinka,M15 Budapest,2024-08-26,R16,ITF main draw,2024,2024,"Result, no statistics",True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2024/4183/ms031:C0ML,Daniil Glinka,M15 Budapest,2024-08-26,R32,ITF main draw,2024,2024,"Result, no statistics",True,True,True,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2024/724/ms006:D0J9,Daniil Glinka,M25+H Bagneres-de-Bigorre,2024-09-02,QF,ITF main draw,2024,2024,"Result, no statistics",True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2024/724/ms013:C0LM,Daniil Glinka,M25+H Bagneres-de-Bigorre,2024-09-02,R16,ITF main draw,2024,2024,"Result, no statistics",True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2024/724/ms027:B0ME,Daniil Glinka,M25+H Bagneres-de-Bigorre,2024-09-02,R32,ITF main draw,2024,2024,"Result, no statistics",True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2024/728/ms002:C0BH,Daniil Glinka,M25+H Plaisir,2024-09-09,SF,ITF main draw,2024,2024,"Result, no statistics",True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2024/728/ms005:S0MN,Daniil Glinka,M25+H Plaisir,2024-09-09,QF,ITF main draw,2024,2024,"Result, no statistics",True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2024/728/ms011:T0FW,Daniil Glinka,M25+H Plaisir,2024-09-09,R16,ITF main draw,2024,2024,"Result, no statistics",True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2024/728/ms023:P0GN,Daniil Glinka,M25+H Plaisir,2024-09-09,R32,ITF main draw,2024,2024,"Result, no statistics",True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2024/812/ms031:B0M0,Daniil Glinka,M25 Nevers,2024-09-30,R32,ITF main draw,2024,2024,"Result, no statistics",True,True,True,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2024/4163/ms027:S0AO,Daniil Glinka,M25 Edgbaston,2024-10-14,R32,ITF main draw,2024,2024,"Result, no statistics",True,True,True,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4897/ms003:G0IX,Daniil Glinka,M25 Hazebrouck,2025-01-06,SF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4897/ms007:K0EU,Daniil Glinka,M25 Hazebrouck,2025-01-06,QF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4897/ms014:V0AS,Daniil Glinka,M25 Hazebrouck,2025-01-06,R16,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4897/ms028:D750,Daniil Glinka,M25 Hazebrouck,2025-01-06,R32,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/8134/ms028:M0HB,Daniil Glinka,M15 Bressuire,2025-01-13,R32,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9554/ms003:Y268,Daniil Glinka,M25 Esch Alzette,2025-01-20,SF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9554/ms007:B0DJ,Daniil Glinka,M25 Esch Alzette,2025-01-20,QF,ITF main draw,2025,2025-26,"Listed only, no result",True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9554/ms015:M0HB,Daniil Glinka,M25 Esch Alzette,2025-01-20,R16,ITF main draw,2025,2025-26,"Listed only, no result",True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9554/ms031:DC76,Daniil Glinka,M25 Esch Alzette,2025-01-20,R32,ITF main draw,2025,2025-26,"Listed only, no result",True,True,False,True,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4916/ms014:BI23,Daniil Glinka,M25 Roehampton,2025-02-10,R16,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4916/ms028:B0BU,Daniil Glinka,M25 Roehampton,2025-02-10,R32,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4547/ms001:SY00,Daniil Glinka,M25 Trento,2025-02-17,F,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4547/ms002:A09T,Daniil Glinka,M25 Trento,2025-02-17,SF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4547/ms005:C0HV,Daniil Glinka,M25 Trento,2025-02-17,QF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4547/ms011:O639,Daniil Glinka,M25 Trento,2025-02-17,R16,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4547/ms023:HA71,Daniil Glinka,M25 Trento,2025-02-17,R32,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4583/ms001:S0LA,Daniil Glinka,M25 Trimbach,2025-03-03,F,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4583/ms003:H0EH,Daniil Glinka,M25 Trimbach,2025-03-03,SF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4583/ms007:RH62,Daniil Glinka,M25 Trimbach,2025-03-03,QF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4583/ms014:D0HM,Daniil Glinka,M25 Trimbach,2025-03-03,R16,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4583/ms028:W0FB,Daniil Glinka,M25 Trimbach,2025-03-03,R32,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4575/ms010:P0MG,Daniil Glinka,M25 Creteil,2025-03-10,R16,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4575/ms020:C0LM,Daniil Glinka,M25 Creteil,2025-03-10,R32,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2995/ms005:J0D2,Daniil Glinka,Abidjan 1,2025-04-14,QF,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2995/ms011:B0D6,Daniil Glinka,Abidjan 1,2025-04-14,R16,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2995/ms022:PD31,Daniil Glinka,Abidjan 1,2025-04-14,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2997/ms025:E0AA,Daniil Glinka,Abidjan 2,2025-04-21,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4655/ms005:L0CF,Daniil Glinka,M25 Nottingham,2025-04-28,QF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4655/ms011:M0CW,Daniil Glinka,M25 Nottingham,2025-04-28,R16,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4655/ms023:W0BU,Daniil Glinka,M25 Nottingham,2025-04-28,R32,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4680/ms006:A0IA,Daniil Glinka,M25 Tbilisi,2025-05-12,QF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,True,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4680/ms012:P0HP,Daniil Glinka,M25 Tbilisi,2025-05-12,R16,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4680/ms025:BD82,Daniil Glinka,M25 Tbilisi,2025-05-12,R32,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2925/ms006:P0EA,Daniil Glinka,Tbilisi,2025-05-19,QF,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2925/ms012:S0TX,Daniil Glinka,Tbilisi,2025-05-19,R16,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2925/ms024:SX90,Daniil Glinka,Tbilisi,2025-05-19,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2993/ms017:H0BF,Daniil Glinka,Chisinau,2025-05-26,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/4739/ms027:M0XA,Daniil Glinka,M25 Martos,2025-06-09,R32,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7316/ms013:Z0BZ,Daniil Glinka,Cary,2025-06-30,R16,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7316/ms026:M0YD,Daniil Glinka,Cary,2025-06-30,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7316/qs008:B0EK,Daniil Glinka,Cary,2025-06-30,Q2,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7316/qs017:S0S5,Daniil Glinka,Cary,2025-06-30,Q1,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7542/ms025:I426,Daniil Glinka,Winnipeg,2025-07-07,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7542/qs011:H0B5,Daniil Glinka,Winnipeg,2025-07-07,Q2,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7542/qs022:DG76,Daniil Glinka,Winnipeg,2025-07-07,Q1,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,True,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/472/qs011:S0W8,Daniil Glinka,Pozoblanco,2025-07-14,Q2,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/472/qs022:BU36,Daniil Glinka,Pozoblanco,2025-07-14,Q1,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,True,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2789/ms004:MQ75,Daniil Glinka,Grodzisk Mazowiecki,2025-08-04,QF,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2789/ms009:K0HC,Daniil Glinka,Grodzisk Mazowiecki,2025-08-04,R16,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2789/ms018:A829,Daniil Glinka,Grodzisk Mazowiecki,2025-08-04,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2789/qs010:V0G2,Daniil Glinka,Grodzisk Mazowiecki,2025-08-04,Q2,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2789/qs020:PH77,Daniil Glinka,Grodzisk Mazowiecki,2025-08-04,Q1,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7973/qs019:BU36,Daniil Glinka,Manacor,2025-08-25,Q1,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9120/ms001:HD68,Daniil Glinka,Cassis,2025-09-01,F,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9120/ms002:R09X,Daniil Glinka,Cassis,2025-09-01,SF,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9120/ms004:F0DM,Daniil Glinka,Cassis,2025-09-01,QF,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9120/ms008:S0EX,Daniil Glinka,Cassis,2025-09-01,R16,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9120/ms016:HB64,Daniil Glinka,Cassis,2025-09-01,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/5151/ms000:P0J1,Daniil Glinka,G2 EST vs MEX,2025-09-08,RR,Davis Cup,2025,2025-26,"Result, no statistics",True,True,False,False,True,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/812/ms001:B0A0,Daniil Glinka,M25 Nevers,2025-09-15,F,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/812/ms002:M0QK,Daniil Glinka,M25 Nevers,2025-09-15,SF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/812/ms004:V0D0,Daniil Glinka,M25 Nevers,2025-09-15,QF,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/812/ms008:L0LJ,Daniil Glinka,M25 Nevers,2025-09-15,R16,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/812/ms016:H0MQ,Daniil Glinka,M25 Nevers,2025-09-15,R32,ITF main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9625/ms030:HB48,Daniil Glinka,Roanne,2025-10-06,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9625/qs011:V0BD,Daniil Glinka,Roanne,2025-10-06,Q2,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/9625/qs022:O0AD,Daniil Glinka,Roanne,2025-10-06,Q1,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2893/ms008:TE30,Daniil Glinka,Olbia,2025-10-13,R16,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2893/ms017:T09X,Daniil Glinka,Olbia,2025-10-13,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2893/qs010:DG80,Daniil Glinka,Olbia,2025-10-13,Q2,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/2893/qs020:B0BK,Daniil Glinka,Olbia,2025-10-13,Q1,Challenger qualifying,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/8297/ms012:L0CF,Daniil Glinka,Hamburg,2025-10-20,R16,Challenger main draw,2025,2025-26,"Result, no statistics",False,False,False,False,False,True,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/8297/ms025:V09T,Daniil Glinka,Hamburg,2025-10-20,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/6055/ms005:D0DT,Daniil Glinka,Charlottesville,2025-10-27,QF,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/6055/ms010:Z09F,Daniil Glinka,Charlottesville,2025-10-27,R16,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/6055/ms020:K0A3,Daniil Glinka,Charlottesville,2025-10-27,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/363/ms003:B0NO,Daniil Glinka,Knoxville,2025-11-03,SF,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/363/ms006:M0NA,Daniil Glinka,Knoxville,2025-11-03,QF,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/363/ms012:PL39,Daniil Glinka,Knoxville,2025-11-03,R16,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/363/ms024:M0DY,Daniil Glinka,Knoxville,2025-11-03,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7235/ms001:C0OF,Daniil Glinka,Drummondville,2025-11-10,F,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,True,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7235/ms002:K0HC,Daniil Glinka,Drummondville,2025-11-10,SF,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7235/ms005:M0C2,Daniil Glinka,Drummondville,2025-11-10,QF,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7235/ms010:K0KC,Daniil Glinka,Drummondville,2025-11-10,R16,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2025/7235/ms020:K0DB,Daniil Glinka,Drummondville,2025-11-10,R32,Challenger main draw,2025,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2026/2205/ms023:TA46,Daniil Glinka,Noumea,2026-01-05,R32,Challenger main draw,2026,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2026/2831/ms003:P09O,Daniil Glinka,Oeiras 1,2026-01-19,SF,Challenger main draw,2026,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2026/2831/ms006:P0CT,Daniil Glinka,Oeiras 1,2026-01-19,QF,Challenger main draw,2026,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2026/2831/ms012:M0AW,Daniil Glinka,Oeiras 1,2026-01-19,R16,Challenger main draw,2026,2025-26,Result + serve/return totals,True,True,False,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2026/2831/ms025:O0A2,Daniil Glinka,Oeiras 1,2026-01-19,R32,Challenger main draw,2026,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2026/580/qs061:V0DZ,Daniil Glinka,Australian Open,2026-01-19,Q2,Tour qualifying,2026,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
G0BY:atp:2026/580/qs122:T09X,Daniil Glinka,Australian Open,2026-01-19,Q1,Tour qualifying,2026,2025-26,Result + serve/return totals,True,True,False,False,True,False,True,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
G0BY:atp:2026/2833/ms001:R0E0,Daniil Glinka,Oeiras 2,2026-01-26,F,Challenger main draw,2026,2025-26,Result + serve/return totals,True,True,True,False,False,True,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2026/2833/ms003:SN54,Daniil Glinka,Oeiras 2,2026-01-26,SF,Challenger main draw,2026,2025-26,Result + serve/return totals,True,True,True,False,False,True,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2026/2833/ms006:L0CX,Daniil Glinka,Oeiras 2,2026-01-26,QF,Challenger main draw,2026,2025-26,Result + serve/return totals,True,True,True,False,False,True,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2026/2833/ms013:K926,Daniil Glinka,Oeiras 2,2026-01-26,R16,Challenger main draw,2026,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
G0BY:atp:2026/2833/ms026:E698,Daniil Glinka,Oeiras 2,2026-01-26,R32,Challenger main draw,2026,2025-26,Result + serve/return totals,True,True,True,False,False,True,True,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
