# player: Gabriele Piraino | sofascore_id: 381399 | how verified: search/all?q=Gabriele%20Piraino -> single team result: id 381399, slug piraino-gabriele, sport Tennis, gender M, country Italy, type 1 (singles), nameCode PIR; no other team/player candidates in results; birth date not shown in search payload (not checked against 2003-11-12)
# page 0 | COUNT=22 TRUNCATED=yes HASNEXT=absent
16126024 | 1777990200 | Francavilla, Italy | Challenger | Round of 32 | Martin Krumich | Gabriele Piraino | 1 | false | 1 | finished | 2 | 0
11148383 | 1679499000 | Palmanova, Doubles Main, M-ITF-ESP-05A | ITF Men | Round of 16 | Ferrari G / Piraino G | D. Sakellaridis / S. Sakellaridis | 1 | false | 1 | finished | 2 | 1
11150273 | 1679572200 | Palmanova, Singles Main, M-ITF-ESP-05A | ITF Men | Round of 16 | Max Houkes | Gabriele Piraino | 1 | false | 1 | finished | 2 | 0
11151193 | 1679581800 | Palmanova, Doubles Main, M-ITF-ESP-05A | ITF Men | Quarterfinals | Ferrari G / Piraino G | Bonsach Ganley K / Callejon Hernando S | 1 | false | 1 | finished | 2 | 0
11152872 | 1679669100 | Palmanova, Doubles Main, M-ITF-ESP-05A | ITF Men | Semifinals | Jecan M-A / Wehnelt K | Ferrari G / Piraino G | 1 | false | 1 | finished | 2 | 0
11183930 | 1680435600 | Barletta, Italy, Qualifying | Challenger | Qualification round 1 | Gabriele Piraino | Sumit Nagal | 1 | false | absent | finished | 2 | 0
11186077 | 1680517800 | Barletta, Italy, Qualifying | Challenger | Qualification round 1 | Jeremy Jahn | Gabriele Piraino | 2 | false | absent | finished | 0 | 2
11188091 | 1680607800 | Barletta, Italy | Challenger | Round of 32 | Gabriele Piraino | Nicholas David Ionel | 2 | false | absent | finished | 1 | 2
11202600 | 1681214400 | Santa Margherita Di Pula, Singles Main, M-ITF-ITA- | ITF Men | Round of 32 | Gabriele Piraino | Gonçalo Oliveira | 2 | false | 2 | finished | 0 | 2
11204259 | 1681313400 | Santa Margherita Di Pula, Doubles Main, M-ITF-ITA- | ITF Men | Round of 16 | Hermans M / Veldheer M | Piraino G / Tabacco G | 1 | false | 1 | finished | 2 | 0
11214162 | 1681632000 | Roseto Degli Abruzzi, Italy, Qualifying | Challenger | Qualification round 1 | Gianluca Di Nicola | Gabriele Piraino | 2 | false | absent | finished | 0 | 2
11216156 | 1681826100 | Roseto Degli Abruzzi, Italy, Qualifying | Challenger | Qualification round 1 | Remy Bertola | Gabriele Piraino | 2 | false | absent | finished | 1 | 2
11221592 | 1681907700 | Roseto Degli Abruzzi, Italy | Challenger | Round of 32 | Jesper De Jong | Gabriele Piraino | 1 | false | absent | finished | 2 | 1
11223887 | 1681922700 | Roseto Degli Abruzzi, Italy, Doubles | Challenger | Round of 16 | Arnaboldi F / Ferrari G | Moroni G M / Piraino G | 1 | false | absent | finished | absent | absent
11231215 | 1682343000 | Rome, Italy | Challenger | Round of 32 | Nerman Fatić | Gabriele Piraino | 2 | false | absent | finished | 0 | 0
11222480 | 1682496000 | Rome, Italy | Challenger | Round of 16 | Gabriele Piraino | Joris De Loore | 2 | false | absent | finished | 1 | 2
11237673 | 1682504400 | Rome, Italy, Doubles | Challenger | Round of 16 | Caruso S / Piraino G | Cervantes Huegun I / Roca Batalla O | absent | false | absent | canceled | absent | absent
# page 9 | COUNT=17 TRUNCATED=yes HASNEXT=absent
10623546 | 1662028800 | Como, Italy, Doubles | Challenger | Quarterfinals | Ferrari G / Piraino G | Durasovic V / Virtanen O | 2 | false | absent | finished | 0 | 2
10682024 | 1663077300 | S. Margherita Di Pula, Singles Main, M-ITF-ITA-17A | ITF Men | Round of 32 | Marco Dessi | Gabriele Piraino | 2 | false | 2 | finished | 0 | 2
10682029 | 1663091700 | S. Margherita Di Pula, Doubles Main, M-ITF-ITA-17A | ITF Men | Round of 16 | Di Natale G M / Martini O | Piraino G / Tabacco G | 2 | false | 2 | finished | 0 | 2
10685005 | 1663164300 | S. Margherita Di Pula, Singles Main, M-ITF-ITA-17A | ITF Men | Round of 16 | Gabriele Piraino | Stefano Napolitano | 2 | false | 1 | finished | 0 | 2
10685064 | 1663250400 | S. Margherita Di Pula, Doubles Main, M-ITF-ITA-17A | ITF Men | Quarterfinals | La Vela G / Lopez Montagud C | Piraino G / Tabacco G | 2 | false | 2 | finished | 1 | 2
10689419 | 1663342800 | S. Margherita Di Pula, Doubles Main, M-ITF-ITA-17A | ITF Men | Semifinals | Piraino G / Tabacco G | Baroni N / Papagno S | 2 | false | absent | finished | absent | absent
10693214 | 1663494300 | Genoa, Italy, Qualifying | Challenger | Qualification round 1 | Filippo Verdese | Gabriele Piraino | 2 | false | absent | finished | 0 | 2
10694572 | 1663574400 | Genoa, Italy, Qualifying | Challenger | Qualification round 1 | Alexander Weis | Gabriele Piraino | 2 | false | absent | finished | 1 | 2
10697271 | 1663684200 | Genoa, Italy | Challenger | Round of 32 | Gabriele Piraino | Matteo Martineau | 1 | false | absent | finished | 2 | 1
10685549 | 1663867800 | Genoa, Italy | Challenger | Round of 16 | Dušan Lajović | Gabriele Piraino | 1 | false | absent | finished | 2 | 0
10730537 | 1664697600 | Parma II, Italy, Qualifying | Challenger | Qualification round 1 | Mate Valkusz | Gabriele Piraino | 1 | false | absent | finished | 2 | 1
10750423 | 1665406500 | S. MARGHERITA DI PULA, Singles Main, M-ITF-ITA-21A | ITF Men | Round of 32 | Gabriele Piraino | Francesco Forti | 2 | false | 1 | finished | 1 | 2
10752759 | 1665511500 | S. MARGHERITA DI PULA, Doubles Main, M-ITF-ITA-21A | ITF Men | Round of 16 | Mazza M / Piraino G | Almasi A / Alonso Vivanco J | 1 | false | 1 | finished | 2 | 0
10768830 | 1665679500 | S. MARGHERITA DI PULA, Doubles Main, M-ITF-ITA-21A | ITF Men | Quarterfinals | Bertuccioli F / Dalla Valle E | Mazza M / Piraino G | 1 | false | absent | finished | 2 | 0
10819096 | 1666106700 | S. Margherita di Pula, Singles Main, M-ITF-ITA-22A | ITF Men | Round of 32 | Gabriele Piraino | Stefanos Sakellaridis | 1 | false | 2 | finished | 2 | 1
10825918 | 1666188300 | S. Margherita di Pula, Singles Main, M-ITF-ITA-22A | ITF Men | Round of 16 | Gabriele Piraino | Alexander Weis | 2 | false | 2 | finished | 1 | 2
10796629 | 1666281600 | S. Margherita di Pula, Doubles Main, M-ITF-ITA-22A | ITF Men | Round of 16 | Libietis M / Stodder T | La Vela G / Piraino G | 1 | false | 2 | finished | absent | absent
# page 10 | COUNT=17 TRUNCATED=yes HASNEXT=absent
10333741 | 1653467700 | Antalya, Singles M-ITF-TUR-20A | ITF Men | Round of 32 | Gabriele Piraino | Luis Francisco | 1 | false | 1 | finished | 2 | 0
10335725 | 1653556200 | Antalya, Singles M-ITF-TUR-20A | ITF Men | Round of 16 | Gabriele Piraino | Benito Sanchez Martinez | 1 | false | 2 | finished | 2 | 0
10337455 | 1653643500 | Antalya, Singles M-ITF-TUR-20A | ITF Men | Quarterfinals | Gabriele Piraino | Ignacio Carou | 2 | false | 2 | finished | 0 | 2
10357380 | 1654430400 | Perugia, Italy, Qualifying | Challenger | absent | Gabriele Piraino | Nicolas Barrientos | 1 | false | absent | finished | 2 | 0
10374064 | 1655037000 | Parma, Italy, Qualifying | Challenger | Qualification round 1 | Gabriele Piraino | Nicolas Barrientos | 2 | false | absent | finished | 1 | 2
10433258 | 1657014000 | Italy F9, Singles | ITF Men | Round of 32 | Gabriele Piraino | Lorenzo Bresciani | 1 | false | 1 | finished | 2 | 0
10433259 | 1657036200 | Casinalbo, Doubles, 2022 Italy F9, Doubles | ITF Men | Round of 16 | Pecci A / Piraino G | Stevenson K / Wendelken H | 2 | false | 1 | finished | 0 | 2
10438400 | 1657116000 | Italy F9, Singles | ITF Men | Round of 16 | Gabriele Piraino | Edoardo Lavagno | 1 | false | 2 | finished | 2 | 0
10441446 | 1657207500 | Italy F9, Singles | ITF Men | Quarterfinals | Francesco Forti | Gabriele Piraino | 1 | false | 1 | finished | 2 | 0
10488665 | 1658170800 | Italy F10, Singles | ITF Men | Round of 32 | Gabriele Piraino | Gonzalo Bueno | 1 | false | 2 | finished | 2 | 1
10498819 | 1658320200 | Italy F10, Singles | ITF Men | Round of 16 | Kristjan Tamm | Gabriele Piraino | 2 | false | 2 | finished | 0 | 2
10497194 | 1658330700 | Italy F10, Doubles | ITF Men | Round of 16 | Catani L / Guerrieri A | Forti F / Piraino G | 2 | false | 1 | finished | 0 | 2
10502004 | 1658426400 | Italy F10, Doubles | ITF Men | Quarterfinals | Ciavarella N / Minighini D | Forti F / Piraino G | 2 | false | 2 | finished | 0 | 2
10506907 | 1658498400 | Italy F10, Doubles | ITF Men | Semifinals | Langmo C / Potenza L | Forti F / Piraino G | 2 | false | 2 | finished | 1 | 2
10507177 | 1658518200 | Italy F10, Singles | ITF Men | Quarterfinals | Gabriele Piraino | Gabriel Debru | 2 | false | 1 | finished | 0 | 2
10509618 | 1658604600 | Italy F10, Doubles | ITF Men | Final | Bueno G / Guillen Meza A | Forti F / Piraino G | 1 | false | absent | finished | absent | absent
10557821 | 1660133700 | Italy F12, Singles | ITF Men | Round of 32 | Duje Ajduković | Gabriele Piraino | 2 | false | 2 | finished | 1 | 2
# page 11 | COUNT=16 TRUNCATED=yes HASNEXT=absent
10178206 | 1646826000 | Roseto Degli Abruzzi, Italy, Doubles | Challenger | Round of 16 | Nys H / Zielinski J | Maestrelli F / Piraino G | 1 | false | absent | finished | 2 | 0
10190367 | 1647245700 | Spain F5, Singles Qualifying | ITF Men | Qualification | Gabriele Piraino | Stefan Cizelj-Živković | 1 | false | absent | finished | 2 | 0
10192695 | 1647261000 | Spain F5, Singles Qualifying | ITF Men | Qualification | Gabriele Piraino | Daniel Bagnolini | 1 | false | absent | finished | 2 | 0
10193641 | 1647336600 | Spain F5, Singles Qualifying | ITF Men | Qualification | Gabriele Piraino | Manuel Mazza | 2 | false | absent | finished | 1 | 2
10193532 | 1647358200 | Palmanova, Doubles, 2022 Spain F5, Doubles | ITF Men | Round of 16 | Friberg K / Martinez M | Giacalone O / Piraino G | absent | false | absent | canceled | absent | absent
10203380 | 1647775800 | Palmanova, Singles Qualifying M-ITF-ESP-04A | ITF Men | Qualification | Gabriele Piraino | John Sperle | 1 | false | absent | finished | 2 | 0
10205402 | 1647862200 | Palmanova, Singles Qualifying M-ITF-ESP-04A | ITF Men | Qualification | Gabriele Piraino | Scott Duncan | 1 | false | absent | finished | 2 | 0
10207152 | 1647936000 | Palmanova, Singles Qualifying M-ITF-ESP-04A | ITF Men | Qualification | Gabriele Piraino | Manuel Mazza | 1 | false | absent | finished | 2 | 1
10207145 | 1647957600 | Palmanova, Doubles M-ITF-ESP-04A | ITF Men | Round of 16 | Lopez Morillo I / Martinez M | Picchione A / Piraino G | 2 | false | 1 | finished | 1 | 2
10209394 | 1648022400 | Palmanova, Singles M-ITF-ESP-04A | ITF Men | Round of 32 | Gabriele Piraino | Stefan Palosi | 1 | false | 1 | finished | 2 | 0
10209876 | 1648040400 | Palmanova, Doubles M-ITF-ESP-04A | ITF Men | Quarterfinals | Picchione A / Piraino G | Barreto Sanchez D A / Blanch D | 1 | false | 1 | finished | 2 | 0
10211313 | 1648137600 | Palmanova, Singles M-ITF-ESP-04A | ITF Men | Round of 16 | Benjamin Winter Lopez | Gabriele Piraino | 1 | false | 2 | finished | 2 | 1
10212795 | 1648220400 | Palmanova, Doubles M-ITF-ESP-04A | ITF Men | Semifinals | Cuevas M / Marti Pujolras A | Picchione A / Piraino G | 2 | false | 1 | finished | 0 | 2
10217723 | 1648300500 | Palmanova, Doubles M-ITF-ESP-04A | ITF Men | Final | Picchione A / Piraino G | Lopez Montagud C / Winter López B | 1 | false | 2 | finished | 2 | 0
10246504 | 1649687400 | Santa Margherita Di Pula, Singles M-ITF-ITA-03A | ITF Men | Round of 32 | Omar Giacalone | Gabriele Piraino | 1 | false | 1 | finished | 2 | 0
10247085 | 1649721600 | Santa Margherita Di Pula, Doubles M-ITF-ITA-03A | ITF Men | Round of 16 | Piraino G / Tabacco F | Elias Hanni F / Ventura L E | 1 | false | 2 | finished | 2 | 0
# page 12 | COUNT=16 TRUNCATED=yes HASNEXT=absent
9780729 | 1630933200 | Ulcinj, Singles Qualifying M-ITF-MNE-02A | ITF Men | Qualification | Gabriele Piraino | Tomislav Jotovski | 1 | false | absent | finished | 2 | 0
9782020 | 1631016000 | Ulcinj, Doubles M-ITF-MNE-02A | ITF Men | Round of 16 | Piraino G / Vincent Ruggeri S | Cungu R / Durguti B | 1 | false | absent | finished | absent | absent
9782965 | 1631094900 | Ulcinj, Singles M-ITF-MNE-02A | ITF Men | Round of 32 | Gabriele Piraino | Edoardo Lavagno | 2 | false | 1 | finished | 0 | 2
9784607 | 1631198700 | Ulcinj, Doubles M-ITF-MNE-02A | ITF Men | Quarterfinals | Piraino G / Vincent Ruggeri S | Kijametovic A / Liutarevich I | 2 | false | 1 | finished | 0 | 2
9796802 | 1631520000 | Ulcinj, Singles Qualifying M-ITF-MNE-04A | ITF Men | Qualification | Leonardo Rossi | Gabriele Piraino | 2 | false | absent | finished | 0 | 2
9797597 | 1631541600 | Ulcinj, Singles Qualifying M-ITF-MNE-04A | ITF Men | Qualification | Alexandre Aubriot | Gabriele Piraino | 2 | false | absent | finished | 0 | 2
9798764 | 1631692800 | Ulcinj, Singles M-ITF-MNE-04A | ITF Men | Round of 32 | Gabriele Piraino | Edoardo Zanada | 1 | false | 2 | finished | 2 | 1
9803073 | 1631712600 | Ulcinj, Doubles M-ITF-MNE-04A | ITF Men | Round of 16 | Ingarao A / Piraino G | Serafini M / Vincent Ruggeri S | 2 | false | 2 | finished | 1 | 2
9804388 | 1631779200 | Ulcinj, Singles M-ITF-MNE-04A | ITF Men | Round of 16 | Alejo Lorenzo Lingua Lavallen | Gabriele Piraino | 1 | false | 1 | finished | 2 | 0
9816528 | 1632218100 | Ulcinj, Singles M-ITF-MNE-03A | ITF Men | Round of 32 | Gabriele Piraino | Alexis Musialek | 2 | false | 1 | finished | 1 | 2
9819268 | 1632313200 | Ulcinj, Doubles M-ITF-MNE-03A | ITF Men | Round of 16 | Massara A / Piraino G | Kecojevic M / Loosen T | 1 | false | 1 | finished | 2 | 0
9826306 | 1632394800 | Ulcinj, Doubles M-ITF-MNE-03A | ITF Men | Quarterfinals | Massara A / Piraino G | Jovanovic P / Petrovic D | 1 | false | 2 | finished | 2 | 1
9833237 | 1632479400 | Ulcinj, Doubles M-ITF-MNE-03A | ITF Men | Semifinals | Massara A / Piraino G | MA W / Romios M | 2 | false | absent | finished | absent | absent
10060756 | 1641981600 | Tunisia F6, Singles | ITF Men | Round of 32 | Gabriele Piraino | Boris Butulija | 1 | false | 1 | finished | 2 | 0
10064635 | 1642159800 | Tunisia F6, Singles | ITF Men | Round of 16 | Gabriele Piraino | Valentin Vacherot | 2 | false | 2 | finished | 0 | 2
10062179 | 1642240500 | Monastir, Doubles, 2022 Tunisia F6, Doubles | ITF Men | Round of 16 | Marino P / Piraino G | Brugnerotto M / Pozzi D | 1 | false | 2 | finished | 2 | 1
# page 13 | COUNT=16 TRUNCATED=yes HASNEXT=absent
9515038 | 1620740400 | Antalya, Doubles M-ITF-TUR-19A | ITF Men | Round of 16 | Michalski D / Pichler D | Massara A / Piraino G | 2 | false | 2 | finished | 0 | 2
9518079 | 1620910800 | Antalya, Doubles M-ITF-TUR-19A | ITF Men | Quarterfinals | Massara A / Piraino G | Hardt N / Nakagawa N | 2 | false | 1 | finished | 0 | 2
9571136 | 1623654000 | Genova, Singles Qualifying M-ITF-ITA-05A | ITF Men | Qualification | Simone Roncalli | Gabriele Piraino | 2 | false | absent | finished | 2 | 6
9573398 | 1623756900 | Genova, Singles Qualifying M-ITF-ITA-05A | ITF Men | Qualification | Gabriele Piraino | Jeffrey von der Schulenburg | 2 | false | 1 | finished | 0 | 2
9575272 | 1623782700 | Genova, Doubles M-ITF-ITA-05A | ITF Men | Round of 16 | Piraino G / Tabacco G | Cortimiglia D / Lippolis T | 1 | false | 2 | finished | 2 | 0
9575791 | 1623936000 | Genova, Doubles M-ITF-ITA-05A | ITF Men | Quarterfinals | Monzon I / Otegui J B | Piraino G / Tabacco G | 1 | false | 2 | finished | 2 | 0
9583828 | 1624311900 | Bergamo, Singles Qualifying M-ITF-ITA-04A | ITF Men | Qualification | Edoardo Lavagno | Gabriele Piraino | 2 | false | 2 | finished | 1 | 2
9586392 | 1624372500 | Bergamo, Singles Qualifying M-ITF-ITA-04A | ITF Men | Qualification | Gabriele Piraino | Lorenzo Bocchi | 2 | false | 2 | finished | 1 | 2
9585822 | 1624398000 | Bergamo, Doubles M-ITF-ITA-04A | ITF Men | Round of 16 | Capecchi D / Potenza L | Perego G / Piraino G | 1 | false | 1 | finished | 2 | 0
9608594 | 1625309100 | Wimbledon, Boys, Qualifying | Juniors | Qualification | Aidan Kim | Gabriele Piraino | 2 | false | absent | finished | 0 | 2
9609423 | 1625391000 | Wimbledon, Boys, Qualifying | Juniors | Qualification | Gabriele Piraino | Orel Kimhi | 2 | false | absent | finished | 1 | 2
9650280 | 1626622200 | Perugia, Singles Qualifying M-ITF-ITA-07A | ITF Men | Qualification | Gabriele Piraino | Augusto Virgili | 1 | false | absent | finished | 2 | 0
9652036 | 1626696000 | Perugia, Singles Qualifying M-ITF-ITA-07A | ITF Men | Qualification | Giorgio Tabacco | Gabriele Piraino | 2 | false | absent | finished | 0 | 2
9654100 | 1626771600 | Perugia, Singles Qualifying M-ITF-ITA-07A | ITF Men | Qualification | Gabriele Piraino | Luca Tomasetto | 1 | false | 2 | finished | 2 | 0
9654112 | 1626796200 | Perugia, Doubles M-ITF-ITA-07A | ITF Men | Round of 16 | Musialek A / Virgili A | Perego G / Piraino G | 1 | false | 1 | finished | 2 | 0
9657419 | 1626867900 | Perugia, Singles M-ITF-ITA-07A | ITF Men | Round of 32 | Gabriele Piraino | Davide Galoppini | 1 | false | 2 | finished | 2 | 1
# page 14 | COUNT=7 TRUNCATED=no HASNEXT=false
9501358 | 1619935200 | Antalya, Singles Qualifying M-ITF-TUR-18A | ITF Men | Qualification | Juan Ignacio Orzabal Gabrielli | Gabriele Piraino | 2 | false | absent | finished | 0 | 2
9502104 | 1620025200 | Antalya, Singles Qualifying M-ITF-TUR-18A | ITF Men | Qualification | Gabriele Piraino | Vladimir Korolev | 1 | false | absent | finished | 2 | 0
9503698 | 1620111600 | Antalya, Singles Qualifying M-ITF-TUR-18A | ITF Men | Qualification | Mats Rosenkranz | Gabriele Piraino | 2 | false | absent | finished | 0 | 2
9505552 | 1620223500 | Antalya, Singles M-ITF-TUR-18A | ITF Men | Round of 32 | Renta Tokuda | Gabriele Piraino | 2 | false | 2 | finished | 1 | 1
9507168 | 1620301200 | Antalya, Singles M-ITF-TUR-18A | ITF Men | Round of 16 | Gabriele Piraino | Adrian Andreev | 2 | false | 1 | finished | 0 | 2
9511811 | 1620543600 | Antalya, Singles Qualifying M-ITF-TUR-19A | ITF Men | Qualification | Gabriele Piraino | Lukas Pokorny | 1 | false | absent | finished | 2 | 1
9512929 | 1620630000 | Antalya, Singles Qualifying M-ITF-TUR-19A | ITF Men | Qualification | Sandro Kopp | Gabriele Piraino | 1 | false | absent | finished | 2 | 0
# page 15 | HTTP 404 Not Found (not retried: page 14 already reported hasNextPage=false) -> end of list, paging stopped
